term,estimate_log_odds,std_error,z_value,p_value,odds_ratio,conf_low,conf_high
(Intercept),1.2541283729193746,0.028981861419665807,43.272871771734394,0,3.504782179545614,3.3112439170164483,3.7096325229729334
price_premium_pct,-0.0012719644431330708,0.0010321657387407414,-1.232325774235529,0.21782741556705462,0.9987288441607645,0.9967104132945908,1.000751362536316
