month,cadastre_raw_level,cadastre_smooth_level,cadastre_raw_abs_change,cadastre_raw_pct_change,cadastre_smooth_abs_change,cadastre_smooth_pct_change
2021-03-01,325827.2727272727,325945.45454545453,381.8181818181765,0.0011732171289700055,-759.0909090909408,-0.002323478260869649
2021-04-01,327495.45454545453,326256.0606060606,1668.1818181818235,0.005119834826037284,310.60606060607824,9.529387701976422e-4
2021-05-01,330340.9090909091,327887.8787878788,2845.454545454588,0.008688531416119805,1631.8181818181765,0.005001648639988199
2021-06-01,334631.8181818182,330822.7272727273,4290.909090909059,0.012989336085311276,2934.8484848485095,0.008950768462981706
2021-07-01,336690.9090909091,333887.8787878788,2059.090909090941,0.00615330281584936,3065.1515151514905,0.009265238638289208
2021-08-01,341345.45454545453,337556.0606060606,4654.545454545412,0.013824387082838285,3668.1818181818235,0.01098626829910243
2021-09-01,345845.45454545453,341293.9393939394,4500,0.013183125599232959,3737.8787878787844,0.01107335706302437
2021-10-01,350386.36363636365,345859.0909090909,4540.909090909117,0.013129879347054674,4565.1515151514905,0.013376011080824313
2021-11-01,357177.2727272727,351136.36363636365,6790.909090909059,0.019381202568593103,5277.272727272764,0.015258447344557169
2021-12-01,359986.36363636365,355850,2809.090909090941,0.007864696674684257,4713.636363636353,0.013423948220064652
2022-01-01,360681.8181818182,359281.8181818182,695.4545454545296,0.0019318913595212095,3431.8181818181765,0.009644002197044088
2022-02-01,364022.7272727273,361563.63636363635,3340.9090909091174,0.009262759924385744,2281.8181818181765,0.006351053870094381
2022-03-01,374086.36363636365,366263.63636363635,10063.636363636353,0.027645626521820565,4700,0.012999094840591363
2022-04-01,381318.1818181818,373142.42424242425,7231.8181818181765,0.01933194814031758,6878.787878787902,0.01878097412858759
2022-05-01,387072.7272727273,380825.75757575757,5754.54545454547,0.015091190845154312,7683.333333333314,0.020590886573491174
2022-06-01,390213.63636363635,386201.51515151514,3140.909090909059,0.008114519235285833,5375.757575757569,0.014116055620760237
2022-07-01,390995.45454545453,389427.2727272727,781.8181818181765,0.002003564480995257,3225.7575757575687,0.008352524392588156
2022-08-01,392477.2727272727,391228.78787878784,1481.8181818181765,0.0037898603796835406,1801.5151515151374,0.004626063138563952
2022-09-01,393509.0909090909,392327.2727272727,1031.8181818181765,0.0026289883606462894,1098.4848484848626,0.0028077812331774865
2022-10-01,395627.2727272727,393871.2121212121,2118.1818181818235,0.005382802753777227,1543.9393939393922,0.0039353353724471685
2022-11-01,398377.2727272727,395837.8787878788,2750,0.00695098692525109,1966.666666666686,0.004993171895135706
2022-12-01,400072.7272727273,398025.75757575757,1695.4545454545878,0.004255901783371208,2187.8787878787844,0.005527209256927179
2023-01-01,401959.0909090909,400136.36363636365,1886.3636363635887,0.004715051808761972,2110.6060606060782,0.005302687126232941
2023-02-01,404759.0909090909,402263.63636363635,2800,0.006965883004828699,2127.272727272706,0.005316369419515965
2023-03-01,408972.7272727273,405230.30303030304,4213.636363636411,0.010410232798409913,2966.666666666686,0.007374931260216933
2023-04-01,413072.7272727273,408934.8484848485,4100,0.010025118367528396,3704.5454545454704,0.009141827318546847
2023-05-01,416781.8181818182,412942.42424242425,3709.0909090908826,0.008979268453717104,4007.5757575757452,0.0098000348281011
2023-06-01,420863.63636363635,416906.0606060606,4081.8181818181765,0.00979365702569468,3963.636363636353,0.00959852059499089
