portal_month,n_listings,portal_raw_level,portal_mean_level,portal_median_level,portal_smooth_level,portal_raw_abs_change,portal_raw_pct_change,portal_smooth_abs_change,portal_smooth_pct_change,lag_months,cadastre_publication_month,cadastre_raw_level,cadastre_smooth_level,cadastre_raw_abs_change,cadastre_raw_pct_change,cadastre_smooth_abs_change,cadastre_smooth_pct_change
2025-03-01,522,689945.3923444976,739743.2068965518,646802,757448.7712178691,-48871.64512622834,-0.06614850855840582,-67890.64585080324,-0.0822578498576112,4,2025-07-01,460736.36363636365,460363.63636363635,518.1818181818235,0.0011259481668772775,-218.18181818182347,-4.73709142586487e-4
2025-04-01,618,695607.4657258064,734464.504854369,657717,708123.2985136766,5662.073381308815,0.008206552930324795,-49325.47270419251,-0.06512053960412956,4,2025-08-01,460418.1818181818,460457.57575757575,-318.1818181818235,-6.90594108245679e-4,93.93939393939218,2.0405476566609515e-4
2025-05-01,635,721118.6679764243,761937.5921259843,709651,702223.8420155761,25511.202250617906,0.03667471024624369,-5899.456498100539,-0.008331114807948348,4,2025-09-01,464200,461784.8484848485,3781.8181818181765,0.008213876712869661,1327.2727272727643,0.0028825081769781047
2025-06-01,466,711649.8983957219,751847.1824034335,677895,709458.6773659842,-9468.769580702414,-0.01313066767120774,7234.835350408102,0.01030274809474152,4,2025-10-01,NA,NA,NA,NA,NA,NA
2025-07-01,556,690920.0919282511,739503.7194244604,658827,707896.2194334657,-20729.80646747083,-0.02912922001984708,-1562.457932518446,-0.002202324085060714,4,2025-11-01,NA,NA,NA,NA,NA,NA
2025-08-01,707,775801.9171075837,815984.5898161245,759897,726123.9691438522,84881.82517933263,0.12285331715052683,18227.749710386503,0.025749183580856316,4,2025-12-01,NA,NA,NA,NA,NA,NA
2025-09-01,560,733859.21875,772836.4785714286,713322.5,733527.0759286116,-41942.69835758372,-0.05406366938864804,7403.106784759322,0.010195375857772637,4,2026-01-01,NA,NA,NA,NA,NA,NA
2025-10-01,945,728020.5231175694,764033.8613756613,716475,745893.8863250511,-5838.695632430608,-0.007956152192754029,12366.810396439512,0.01685937820466088,4,2026-02-01,NA,NA,NA,NA,NA,NA
2025-11-01,866,734911.3602305475,775691.2413394919,721867.5,732263.7006993723,6890.837112978101,0.009465168761273013,-13630.185625678743,-0.018273625612931887,4,2026-03-01,NA,NA,NA,NA,NA,NA
2025-12-01,601,719074.0478170478,749619.7720465891,701945,727335.3103883882,-15837.31241349969,-0.02154996271731524,-4928.390310984105,-0.006730349061788932,4,2026-04-01,NA,NA,NA,NA,NA,NA
2026-01-01,652,753466.653256705,803462.4417177914,736348.5,735817.3537681001,34392.60543965723,0.04782901780987037,8482.043379711919,0.01166180612788148,4,2026-05-01,NA,NA,NA,NA,NA,NA
2026-02-01,744,732390.3087248323,767475.3293010753,695849,734977.0032661951,-21076.344531872775,-0.027972498106949573,-840.350501905079,-0.001142063988572306,4,2026-06-01,NA,NA,NA,NA,NA,NA
2026-03-01,1199,731541.5192507805,766158.434528774,710907,739132.8270774393,-848.789474051795,-0.0011589305100576652,4155.8238112442195,0.005654358970111906,4,2026-07-01,NA,NA,NA,NA,NA,NA
2026-04-01,632,717617.4802371542,756063.4493670886,695762,727183.1027375889,-13924.039013626287,-0.019033832868279088,-11949.724339850363,-0.016167221779473717,4,2026-08-01,NA,NA,NA,NA,NA,NA
